"CountryName","Year","Lower","Median","Upper"
"Uganda",2014,44.1,56.9,74.3
"Zambia",1980,146.4,156.8,167.8
"Zambia",1981,148,158.5,169.5
"Zambia",1982,150.4,160.9,171.9
"Zambia",1983,153.7,164.5,175.5
"Zambia",1984,158.3,169.2,180.2
"Zambia",1985,163.9,174.7,185.9
"Zambia",1986,169.3,180.1,191.7
"Zambia",1987,173.6,184.7,196.4
"Zambia",1988,176.8,188,199.7
"Zambia",1989,178.6,190,201.6
"Zambia",1990,179.3,190.6,202.4
"Zambia",1991,178.9,190.3,202.2
"Zambia",1992,178.1,189.4,201
"Zambia",1993,176.2,187.5,199.2
"Zambia",1994,173.5,184.5,196
"Zambia",1995,170.4,181.1,192.4
"Zambia",1996,167.3,178.1,189.3
"Zambia",1997,164.8,175.7,186.5
"Zambia",1998,162.3,172.9,184
"Zambia",1999,158.4,169.1,180.4
"Zambia",2000,152.4,163.1,174.9
"Zambia",2001,143.9,154.2,165.6
"Zambia",2002,133.6,142.9,153.1
"Zambia",2003,122.3,131.2,140.7
"Zambia",2004,111.7,120.6,129.4
"Zambia",2005,103.1,111.7,120.5
"Zambia",2006,96.1,104.5,113
"Zambia",2007,90.2,98,106
"Zambia",2008,85.5,93.1,101.2
"Zambia",2009,80,87.4,95.7
"Zambia",2010,74.6,82.1,90.4
"Zambia",2011,70.6,78.6,87.6
"Zambia",2012,65.4,74.4,84.8
"Zambia",2013,59.4,70.2,82.4
"Zambia",2014,54.1,66.6,81.1
"Zimbabwe",1980,95.3,103.4,111.9
"Zimbabwe",1981,91.9,99.4,107.6
"Zimbabwe",1982,87.7,94.7,102.5
"Zimbabwe",1983,83.1,89.8,96.9
"Zimbabwe",1984,78.7,84.9,91.5
"Zimbabwe",1985,74.7,80.6,86.8
"Zimbabwe",1986,71.2,77.1,83.1
"Zimbabwe",1987,68.9,74.6,80.6
"Zimbabwe",1988,67.7,73.5,79.5
"Zimbabwe",1989,67.9,73.9,80.1
"Zimbabwe",1990,69.7,75.8,82
"Zimbabwe",1991,72.5,78.8,85.2
"Zimbabwe",1992,76.3,82.7,89.3
"Zimbabwe",1993,80.4,87,93.9
"Zimbabwe",1994,84.3,91.2,98.6
"Zimbabwe",1995,88.1,95.5,103.3
"Zimbabwe",1996,91.3,99.2,107.5
"Zimbabwe",1997,93.7,102,110.7
"Zimbabwe",1998,95.2,103.9,113
"Zimbabwe",1999,96,105.2,114.7
"Zimbabwe",2000,96.3,105.8,115.8
"Zimbabwe",2001,95.7,105.6,115.8
"Zimbabwe",2002,95.1,105.1,115.3
"Zimbabwe",2003,94.2,104,114.3
"Zimbabwe",2004,93.4,103,113.4
"Zimbabwe",2005,92.5,101.9,112
"Zimbabwe",2006,91,100,110.2
"Zimbabwe",2007,89,98,108.4
"Zimbabwe",2008,86.2,95.4,106
"Zimbabwe",2009,83.1,92.9,104.1
"Zimbabwe",2010,79,89.5,102.2
"Zimbabwe",2011,73.8,85.6,100.7
"Zimbabwe",2012,65.2,78.5,96.2
"Zimbabwe",2013,59.1,74.5,95.1
"Zimbabwe",2014,54.6,72.3,96.3
